0.0032986141741276 0.970000 1.000000	0.970000 1.000000 0.235111
0.0046648196876049 0.970000 2.000000	0.970000 2.000000 0.332497
0.0057132132351398 0.970000 3.000000	0.970000 3.000000 0.407224
0.0065970532596111 0.970000 4.000000	0.970000 4.000000 0.470222
0.0073757283389568 0.970000 5.000000	0.970000 5.000000 0.525724
0.0080797038972378 0.970000 6.000000	0.970000 6.000000 0.575902
0.0087270773947239 0.970000 7.000000	0.970000 7.000000 0.622045
0.0093296356499195 0.970000 8.000000	0.970000 8.000000 0.664994
0.0098955743014812 0.970000 9.000000	0.970000 9.000000 0.705333
0.0104308538138866 0.970000 10.000000	0.970000 10.000000 0.743486
	
