0.0023646093904972 0.960000 1.000000	0.960000 1.000000 0.108303
0.0033440552651882 0.960000 2.000000	0.960000 2.000000 0.153163
0.0040956176817417 0.960000 3.000000	0.960000 3.000000 0.187586
0.0047292150557041 0.960000 4.000000	0.960000 4.000000 0.216606
0.0052874200046062 0.960000 5.000000	0.960000 5.000000 0.242172
0.0057920776307583 0.960000 6.000000	0.960000 6.000000 0.265287
0.0062561593949795 0.960000 7.000000	0.960000 7.000000 0.286542
0.0066881142556667 0.960000 8.000000	0.960000 8.000000 0.306326
0.0070938207209110 0.960000 9.000000	0.960000 9.000000 0.324908
0.0074775405228138 0.960000 10.000000	0.960000 10.000000 0.342483
	
