0.0014466159045696 0.940000 1.000000	0.940000 1.000000 0.055559
0.0020458288490772 0.940000 2.000000	0.940000 2.000000 0.078573
0.0025056190788746 0.940000 3.000000	0.940000 3.000000 0.096231
0.0028932355344296 0.940000 4.000000	0.940000 4.000000 0.111119
0.0032347328960896 0.940000 5.000000	0.940000 5.000000 0.124234
0.0035434775054455 0.940000 6.000000	0.940000 6.000000 0.136092
0.0038273893296719 0.940000 7.000000	0.940000 7.000000 0.146996
0.0040916539728642 0.940000 8.000000	0.940000 8.000000 0.157145
0.0043398551642895 0.940000 9.000000	0.940000 9.000000 0.166678
0.0045746080577374 0.940000 10.000000	0.940000 10.000000 0.175694
	
