0.900000, 1.000000, 0.012976
0.900000, 2.000000, 0.018350
0.900000, 3.000000, 0.022475
0.900000, 4.000000, 0.025951
0.900000, 5.000000, 0.029015
0.900000, 6.000000, 0.031784
0.900000, 7.000000, 0.034330
0.900000, 8.000000, 0.036701
0.900000, 9.000000, 0.038927
0.900000, 10.000000, 0.041033

0.910000, 1.000000, 0.015227
0.910000, 2.000000, 0.021534
0.910000, 3.000000, 0.026374
0.910000, 4.000000, 0.030454
0.910000, 5.000000, 0.034049
0.910000, 6.000000, 0.037298
0.910000, 7.000000, 0.040287
0.910000, 8.000000, 0.043069
0.910000, 9.000000, 0.045681
0.910000, 10.000000, 0.048152

0.920000, 1.000000, 0.017126
0.920000, 2.000000, 0.024220
0.920000, 3.000000, 0.029663
0.920000, 4.000000, 0.034252
0.920000, 5.000000, 0.038295
0.920000, 6.000000, 0.041950
0.920000, 7.000000, 0.045311
0.920000, 8.000000, 0.048439
0.920000, 9.000000, 0.051378
0.920000, 10.000000, 0.054157

0.930000, 1.000000, 0.018782
0.930000, 2.000000, 0.026562
0.930000, 3.000000, 0.032531
0.930000, 4.000000, 0.037564
0.930000, 5.000000, 0.041998
0.930000, 6.000000, 0.046006
0.930000, 7.000000, 0.049692
0.930000, 8.000000, 0.053123
0.930000, 9.000000, 0.056346
0.930000, 10.000000, 0.059394

0.940000, 1.000000, 0.039585
0.940000, 2.000000, 0.055981
0.940000, 3.000000, 0.068563
0.940000, 4.000000, 0.079169
0.940000, 5.000000, 0.088514
0.940000, 6.000000, 0.096962
0.940000, 7.000000, 0.104731
0.940000, 8.000000, 0.111962
0.940000, 9.000000, 0.118754
0.940000, 10.000000, 0.125177

0.950000, 1.000000, 0.058207
0.950000, 2.000000, 0.082318
0.950000, 3.000000, 0.100818
0.950000, 4.000000, 0.116415
0.950000, 5.000000, 0.130155
0.950000, 6.000000, 0.142578
0.950000, 7.000000, 0.154002
0.950000, 8.000000, 0.164635
0.950000, 9.000000, 0.174622
0.950000, 10.000000, 0.184068

0.960000, 1.000000, 0.077484
0.960000, 2.000000, 0.109579
0.960000, 3.000000, 0.134207
0.960000, 4.000000, 0.154969
0.960000, 5.000000, 0.173260
0.960000, 6.000000, 0.189797
0.960000, 7.000000, 0.205004
0.960000, 8.000000, 0.219159
0.960000, 9.000000, 0.232453
0.960000, 10.000000, 0.245027

0.970000, 1.000000, 0.167027
0.970000, 2.000000, 0.236212
0.970000, 3.000000, 0.289299
0.970000, 4.000000, 0.334054
0.970000, 5.000000, 0.373484
0.970000, 6.000000, 0.409131
0.970000, 7.000000, 0.441912
0.970000, 8.000000, 0.472424
0.970000, 9.000000, 0.501081
0.970000, 10.000000, 0.528186

0.980000, 1.000000, 0.328539
0.980000, 2.000000, 0.464624
0.980000, 3.000000, 0.569046
0.980000, 4.000000, 0.657077
0.980000, 5.000000, 0.734635
0.980000, 6.000000, 0.804752
0.980000, 7.000000, 0.869232
0.980000, 8.000000, 0.929248
0.980000, 9.000000, 0.985616
0.980000, 10.000000, 1.038931

0.990000, 1.000000, 1.351985
0.990000, 2.000000, 1.911995
0.990000, 3.000000, 2.341707
0.990000, 4.000000, 2.703970
0.990000, 5.000000, 3.023130
0.990000, 6.000000, 3.311673
0.990000, 7.000000, 3.577016
0.990000, 8.000000, 3.823991
0.990000, 9.000000, 4.055955
0.990000, 10.000000, 4.275352

