0.900000, 1.000000, 0.021862
0.900000, 2.000000, 0.030917
0.900000, 3.000000, 0.037866
0.900000, 4.000000, 0.043724
0.900000, 5.000000, 0.048884
0.900000, 6.000000, 0.053550
0.900000, 7.000000, 0.057841
0.900000, 8.000000, 0.061835
0.900000, 9.000000, 0.065585
0.900000, 10.000000, 0.069133

0.910000, 1.000000, 0.025386
0.910000, 2.000000, 0.035901
0.910000, 3.000000, 0.043969
0.910000, 4.000000, 0.050771
0.910000, 5.000000, 0.056764
0.910000, 6.000000, 0.062182
0.910000, 7.000000, 0.067164
0.910000, 8.000000, 0.071801
0.910000, 9.000000, 0.076157
0.910000, 10.000000, 0.080276

0.920000, 1.000000, 0.028259
0.920000, 2.000000, 0.039965
0.920000, 3.000000, 0.048947
0.920000, 4.000000, 0.056519
0.920000, 5.000000, 0.063190
0.920000, 6.000000, 0.069221
0.920000, 7.000000, 0.074767
0.920000, 8.000000, 0.079930
0.920000, 9.000000, 0.084778
0.920000, 10.000000, 0.089364

0.930000, 1.000000, 0.030683
0.930000, 2.000000, 0.043393
0.930000, 3.000000, 0.053145
0.930000, 4.000000, 0.061366
0.930000, 5.000000, 0.068610
0.930000, 6.000000, 0.075158
0.930000, 7.000000, 0.081180
0.930000, 8.000000, 0.086785
0.930000, 9.000000, 0.092050
0.930000, 10.000000, 0.097029

0.940000, 1.000000, 0.067536
0.940000, 2.000000, 0.095510
0.940000, 3.000000, 0.116976
0.940000, 4.000000, 0.135072
0.940000, 5.000000, 0.151015
0.940000, 6.000000, 0.165428
0.940000, 7.000000, 0.178683
0.940000, 8.000000, 0.191020
0.940000, 9.000000, 0.202608
0.940000, 10.000000, 0.213567

0.950000, 1.000000, 0.099503
0.950000, 2.000000, 0.140719
0.950000, 3.000000, 0.172344
0.950000, 4.000000, 0.199006
0.950000, 5.000000, 0.222496
0.950000, 6.000000, 0.243732
0.950000, 7.000000, 0.263260
0.950000, 8.000000, 0.281437
0.950000, 9.000000, 0.298509
0.950000, 10.000000, 0.314656

0.960000, 1.000000, 0.131110
0.960000, 2.000000, 0.185418
0.960000, 3.000000, 0.227090
0.960000, 4.000000, 0.262221
0.960000, 5.000000, 0.293172
0.960000, 6.000000, 0.321153
0.960000, 7.000000, 0.346885
0.960000, 8.000000, 0.370836
0.960000, 9.000000, 0.393331
0.960000, 10.000000, 0.414607

0.970000, 1.000000, 0.286613
0.970000, 2.000000, 0.405332
0.970000, 3.000000, 0.496429
0.970000, 4.000000, 0.573226
0.970000, 5.000000, 0.640886
0.970000, 6.000000, 0.702056
0.970000, 7.000000, 0.758307
0.970000, 8.000000, 0.810664
0.970000, 9.000000, 0.859839
0.970000, 10.000000, 0.906350

0.980000, 1.000000, 0.562563
0.980000, 2.000000, 0.795585
0.980000, 3.000000, 0.974388
0.980000, 4.000000, 1.125127
0.980000, 5.000000, 1.257930
0.980000, 6.000000, 1.377993
0.980000, 7.000000, 1.488403
0.980000, 8.000000, 1.591169
0.980000, 9.000000, 1.687690
0.980000, 10.000000, 1.778981

0.990000, 1.000000, 2.328452
0.990000, 2.000000, 3.292928
0.990000, 3.000000, 4.032997
0.990000, 4.000000, 4.656904
0.990000, 5.000000, 5.206577
0.990000, 6.000000, 5.703519
0.990000, 7.000000, 6.160504
0.990000, 8.000000, 6.585856
0.990000, 9.000000, 6.985355
0.990000, 10.000000, 7.363211

