0 1.000000e-05 1.00000000e-12 -4.43601893e+12
1 1.000001e+01 1.00000000e-12 -4.63723148e+12
2 2.000001e+01 1.00000000e-12 -4.84757079e+12
3 3.000001e+01 1.00000000e-12 -5.06745085e+12
4 4.000001e+01 1.00000000e-12 -5.29730440e+12
5 5.000001e+01 1.00000000e-12 -5.53758383e+12
6 6.000001e+01 1.00000000e-12 -5.78876206e+12
7 7.000001e+01 1.00000000e-12 -6.05133343e+12
8 8.000001e+01 1.00000000e-12 -6.32581473e+12
9 9.000001e+01 1.00000000e-12 -6.61274617e+12
10 1.000000e+02 1.00000000e-12 -6.91269248e+12
11 1.100000e+02 1.00000000e-12 -7.22624400e+12
12 1.200000e+02 1.00000000e-12 -7.55401784e+12
13 1.300000e+02 1.00000000e-12 -7.89665912e+12
14 1.400000e+02 1.00000000e-12 -8.25484220e+12
15 1.500000e+02 1.00000000e-12 -8.62927203e+12
16 1.600000e+02 1.00000000e-12 -9.02068556e+12
17 1.700000e+02 1.00000000e-12 -9.42985314e+12
18 1.800000e+02 1.00000000e-12 -9.85758008e+12
19 1.900000e+02 1.00000000e-12 -1.03047082e+13
20 2.000000e+02 1.00000000e-12 -1.07721175e+13
21 2.100000e+02 1.00000000e-12 -1.12607280e+13
22 2.200000e+02 1.00000000e-12 -1.17715012e+13
23 2.300000e+02 1.00000000e-12 -1.23054425e+13
24 2.400000e+02 1.00000000e-12 -1.28636028e+13
25 2.500000e+02 1.00000000e-12 -1.34470805e+13
26 2.600000e+02 1.00000000e-12 -1.40570241e+13
27 2.700000e+02 1.00000000e-12 -1.46946341e+13
28 2.800000e+02 1.00000000e-12 -1.53611652e+13
29 2.900000e+02 1.00000000e-12 -1.60579294e+13
30 3.000000e+02 1.00000000e-12 -1.67862980e+13
31 3.100000e+02 1.00000000e-12 -1.75477045e+13
32 3.200000e+02 1.00000000e-12 -1.83436476e+13
33 3.300000e+02 1.00000000e-12 -1.91756936e+13
34 3.400000e+02 1.00000000e-12 -2.00454803e+13
35 3.500000e+02 1.00000000e-12 -2.09547195e+13
36 3.600000e+02 1.00000000e-12 -2.19052007e+13
37 3.700000e+02 1.00000000e-12 -2.28987946e+13
38 3.800000e+02 1.00000000e-12 -2.39374567e+13
39 3.900000e+02 1.00000000e-12 -2.50232313e+13
40 4.000000e+02 1.00000000e-12 -2.61582553e+13
41 4.100000e+02 1.00000000e-12 -2.73447627e+13
42 4.200000e+02 1.00000000e-12 -2.85850887e+13
43 4.300000e+02 1.00000000e-12 -2.98816744e+13
44 4.400000e+02 1.00000000e-12 -3.12370716e+13
45 4.500000e+02 1.00000000e-12 -3.26539481e+13
46 4.600000e+02 1.00000000e-12 -3.41350924e+13
47 4.700000e+02 1.00000000e-12 -3.56834196e+13
48 4.800000e+02 1.00000000e-12 -3.73019771e+13
49 4.900000e+02 1.00000000e-12 -3.89939505e+13
50 5.000000e+02 1.00000000e-12 -4.07626698e+13
51 5.100000e+02 1.00000000e-12 -4.26116161e+13
52 5.200000e+02 1.00000000e-12 -4.45444284e+13
53 5.300000e+02 1.00000000e-12 -4.65649107e+13
54 5.400000e+02 1.00000000e-12 -4.86770398e+13
55 5.500000e+02 1.00000000e-12 -5.08849725e+13
56 5.600000e+02 1.00000000e-12 -5.31930544e+13
57 5.700000e+02 1.00000000e-12 -5.56058281e+13
58 5.800000e+02 1.00000000e-12 -5.81280424e+13
59 5.900000e+02 1.00000000e-12 -6.07646614e+13
60 6.000000e+02 1.00000000e-12 -6.35208742e+13
61 6.100000e+02 1.00000000e-12 -6.64021056e+13
62 6.200000e+02 1.00000000e-12 -6.94140263e+13
63 6.300000e+02 1.00000000e-12 -7.25625641e+13
64 6.400000e+02 1.00000000e-12 -7.58539158e+13
65 6.500000e+02 1.00000000e-12 -7.92945593e+13
66 6.600000e+02 1.00000000e-12 -8.28912663e+13
67 6.700000e+02 1.00000000e-12 -8.66511157e+13
68 6.800000e+02 1.00000000e-12 -9.05815074e+13
69 6.900000e+02 1.00000000e-12 -9.46901769e+13
