-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 inf
-0.000000 -inf
-0.000000 inf
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 inf
-0.000000 -inf
-0.000000 inf
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 inf
-0.000000 -inf
-0.000000 inf
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 inf
-0.000000 -inf
-0.000000 inf
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 inf
-0.000000 -inf
-0.000000 inf
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 inf
-0.000000 -inf
-0.000000 inf
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 inf
-0.000000 -inf
-0.000000 inf
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 inf
-0.000000 -inf
-0.000000 inf
-0.000000 -nan
-0.000000 -nan
-0.000000 -nan
-0.000000 inf
-0.000000 -inf
-0.000000 inf
-0.000000 -nan
-0.000000 -nan
-0.000000 inf
-0.000000 -inf
-0.000000 inf
-0.000000 -nan
-0.000000 -nan
-0.000000 inf
-0.000000 -inf
-0.000000 inf
-0.000000 -nan
-0.000000 inf
-0.000000 -inf
-0.000000 inf
-0.000000 -nan
-0.000000 -nan
-0.000000 inf
-0.000000 -inf
-0.000000 inf
-0.000000 inf
-0.000000 -inf
-0.000000 inf
-0.000000 -nan
-0.000000 inf
-0.000000 -inf
-0.000000 inf
-0.000000 inf
-0.000000 -inf
-0.000000 inf
-0.000000 -nan
-0.000000 inf
-0.000000 -inf
-0.000000 inf
-0.000000 inf
-0.000000 -inf
-0.000000 -195430373213.000000
-0.000000 -inf
-0.000000 inf
-0.000000 inf
-0.000000 -inf
-0.000000 inf
-0.000000 inf
-0.000000 -inf
-0.000000 -202497495975.000000
-0.000000 -inf
-0.000000 -204303852179.501953
-0.000000 -inf
-0.000000 inf
-0.000000 inf
-0.000000 -inf
-0.000000 -208890552907.500000
-0.000000 -inf
-0.000000 -210753937110.500000
-0.000000 -inf
-0.000000 -212633943256.498047
-0.000000 -inf
-0.000000 -214530719616.500000
-0.000000 -inf
-0.000000 -216444415780.806641
-0.000000 -361057971114.802734
-0.000000 -nan
-0.000000 -219347015184.500000
-0.000000 -inf
-0.000000 -221303674115.501953
-0.000000 -369163857948.500000
-0.000000 -nan
-0.000000 -224271437296.500000
-0.000000 -inf
-0.000000 -226272023495.000000
-0.000000 -377451723098.867188
-0.000000 -nan
-0.000000 -229306413358.996094
-0.000000 -382513487495.996094
-0.000000 -153891923719.183594
-0.000000 -nan
-0.000000 -233415659027.501953
-0.000000 -389368253806.589844
-0.000000 -156649716955.640320
-0.000000 -inf
-0.000000 -237598542919.007812
-0.000000 -396345858429.000000
-0.000000 -159456930202.812500
-0.000000 -160166558825.191406
-0.000000 -160879345461.808594
-0.000000 -161595304166.191406
-0.000000 -162314449053.308594
-0.000000 -nan
-0.000000 -246190527323.996094
-0.000000 -410678426970.007812
-0.000000 -165223174970.699219
-0.000000 -165958464727.804688
-0.000000 -166697026694.691406
-0.000000 -167438875432.300781
-0.000000 -168184025568.703125
-0.000000 -168932491793.613281
-0.000000 -98699113741.921875
-0.000000 -128114222943.828125
-0.000000 -171197934906.203125
-0.000000 -171959813717.300781
-0.000000 -172725083063.699219
-0.000000 -173493758032.292969
-0.000000 -174265853779.003906
-0.000000 -101815140065.855469
-0.000000 -132158912202.894531
-0.000000 -176602818253.207031
-0.000000 -177388750019.003906
-0.000000 -103639697804.757812
-0.000000 -113467936263.147949
-0.000000 -104564201379.255859
-0.000000 -135727270599.109375
-0.000000 -181371184770.992188
-0.000000 -105966442461.835938
-0.000000 -116015327777.157715
-0.000000 -106911701178.556641
-0.000000 -117050226050.412109
-0.000000 -107865391837.355469
-0.000000 -118094355869.379395
-0.000000 -130843082721.852539
-0.000000 -93964938778.251953
-0.000000 -119678040076.423340
-0.000000 -132597731499.279297
-0.000000 -95225039426.638672
-0.000000 -95648816990.453125
-0.000000 -121822704162.943848
-0.000000 -134973920008.360352
-0.000000 -96931498698.134766
-0.000000 -97362870372.615234
-0.000000 -97796161742.632812
-0.000000 -98231381352.617188
-0.000000 -98668537781.884766
-0.000000 -99107639650.369141
-0.000000 -99548695614.628906
-0.000000 -99991714371.500000
-0.000000 -77383893298.289062
-0.000000 -83685607758.541992
-0.000000 -101332634935.119141
-0.000000 -101783592596.000000
-0.000000 -78770633269.414062
-0.000000 -80498872216.922852
-0.000000 -79473294507.241211
-0.000000 -81216949877.343018
-0.000000 -80182223636.833496
-0.000000 -81941432946.075928
-0.000000 -80897476566.418945
-0.000000 -82672378558.950684
-0.000000 -86453467370.316406
-0.000000 -70936688678.944336
-0.000000 -71252375928.552734
-0.000000 -71569468050.666992
-0.000000 -71887971296.751953
-0.000000 -72207891945.916016
-0.000000 -72529236306.615234
-0.000000 -72852010713.384766
-0.000000 -73176221530.835938
-0.000000 -73501875150.919922
-0.000000 -73828977993.820312
-0.000000 -62454669608.705078
-0.000000 -63154876830.344971
-0.000000 -63011786122.430176
-0.000000 -63718239376.304443
-0.000000 -63573872224.608154
-0.000000 -64286627225.436035
-0.000000 -65986974370.923584
-0.000000 -57374064543.442383
-0.000000 -57629394192.806641
-0.000000 -57885860108.318359
-0.000000 -58143467345.931641
-0.000000 -58402220985.194336
-0.000000 -58662126126.930664
-0.000000 -58923187896.000000
-0.000000 -52072982693.966187
-0.000000 -52488620357.971924
-0.000000 -52537490633.484741
-0.000000 -52956835878.347168
-0.000000 -53911540644.289795
-0.000000 -48411310018.342255
-0.000000 -53667001847.779907
-0.000000 -54634509428.149780
-0.000000 -49060519123.500977
-0.000000 -49278851075.670898
-0.000000 -44696416402.509521
-0.000000 -45501826064.189087
-0.000000 -49939693948.329102
-0.000000 -45808873847.791016
-0.000000 -41987643212.421875
-0.000000 -45799585138.009888
-0.000000 -46423183192.064819
-0.000000 -42550708777.067383
-0.000000 -42740070265.333984
-0.000000 -42930274445.511841
-0.000000 -39614558521.901245
-0.000000 -40172025228.854553
-0.000000 -43505980721.750000
-0.000000 -40469639584.176575
-0.000000 -37623486481.713867
-0.000000 -37790920483.357910
-0.000000 -37959099594.928223
-0.000000 -38128027132.188477
-0.000000 -38297706425.729752
-0.000000 -35775347097.477783
-0.000000 -35975199682.919067
-0.000000 -36312439979.567688
-0.000000 -34111007255.407970
-0.000000 -34262809739.416504
-0.000000 -34415287769.334961
-0.000000 -34568444351.812988
-0.000000 -32588817584.775085
-0.000000 -32763054506.295319
-0.000000 -33033759539.844543
-0.000000 -31278148264.405273
-0.000000 -31417343737.119629
-0.000000 -31557158652.032921
-0.000000 -29962156815.116821
-0.000000 -30117534732.448669
-0.000000 -30342777823.399902
-0.000000 -28910401242.707031
-0.000000 -29039059590.125977
-0.000000 -27728233328.229187
-0.000000 -27868874392.509674
-0.000000 -28061350214.253143
-0.000000 -26872221828.044922
-0.000000 -26991809725.736565
-0.000000 -25893153325.994415
-0.000000 -26022313462.818756
-0.000000 -26190843766.745331
-0.000000 -25185881319.196777
-0.000000 -25297964541.842773
-0.000000 -24362065988.828857
-0.000000 -24482025929.835754
-0.000000 -24675577772.136658
-0.000000 -22864071647.717377
-0.000000 -22975501903.674911
-0.000000 -23110725310.226074
-0.000000 -22368546962.035645
-0.000000 -22468092295.070801
-0.000000 -22568080618.835449
-0.000000 -21900209750.588379
-0.000000 -21251434523.514648
-0.000000 -20639358391.136536
-0.000000 -20738418798.944504
-0.000000 -20852685167.697784
-0.000000 -20280246327.741699
-0.000000 -19762268348.960846
-0.000000 -19257554466.558594
-0.000000 -19343255062.104492
-0.000000 -19429337036.563965
-0.000000 -18965820733.645355
-0.000000 -18513615700.722412
-0.000000 -18596005562.471924
-0.000000 -18180360112.783722
-0.000000 -17774419124.744873
-0.000000 -17401187500.012169
-0.000000 -17036323034.195557
-0.000000 -17112138563.679199
-0.000000 -17188291481.674805
-0.000000 -16860255851.470284
-0.000000 -16135755575.547089
-0.000000 -15835263284.813232
-0.000000 -15905733786.931885
-0.000000 -15624976957.812759
-0.000000 -15349894515.043457
-0.000000 -15418204994.425049
-0.000000 -15160363818.359184
-0.000000 -14907583471.439697
-0.000000 -14671001957.792854
-0.000000 -14438940335.645020
-0.000000 -14221161718.169998
